QueryNumber;[DocRanking, DocNumber, Similarity]
00030;[483, 4, 0.0]
00030;[484, 5, 0.0]
00030;[485, 6, 0.0]
00030;[486, 9, 0.0]
00030;[487, 10, 0.0]
00030;[488, 11, 0.0]
00030;[489, 14, 0.0]
00030;[490, 16, 0.0]
00030;[491, 19, 0.0]
00030;[492, 20, 0.0]
00030;[493, 21, 0.0]
00030;[494, 22, 0.0]
00030;[495, 23, 0.0]
00030;[496, 24, 0.0]
00030;[497, 25, 0.0]
00030;[498, 26, 0.0]
00030;[499, 27, 0.0]
00030;[500, 29, 0.0]
00030;[501, 30, 0.0]
00030;[502, 31, 0.0]
00030;[503, 34, 0.0]
00030;[504, 35, 0.0]
00030;[505, 42, 0.0]
00030;[506, 44, 0.0]
00030;[507, 45, 0.0]
00030;[508, 50, 0.0]
00030;[509, 51, 0.0]
00030;[510, 52, 0.0]
00030;[511, 53, 0.0]
00030;[512, 54, 0.0]
00030;[513, 55, 0.0]
00030;[514, 57, 0.0]
00030;[515, 61, 0.0]
00030;[516, 62, 0.0]
00030;[517, 64, 0.0]
00030;[518, 66, 0.0]
00030;[519, 70, 0.0]
00030;[520, 71, 0.0]
00030;[521, 72, 0.0]
00030;[522, 74, 0.0]
00030;[523, 75, 0.0]
00030;[524, 80, 0.0]
00030;[525, 83, 0.0]
00030;[526, 84, 0.0]
00030;[527, 85, 0.0]
00030;[528, 87, 0.0]
00030;[529, 89, 0.0]
00030;[530, 90, 0.0]
00030;[531, 91, 0.0]
00030;[532, 93, 0.0]
00030;[533, 94, 0.0]
00030;[534, 95, 0.0]
00030;[535, 96, 0.0]
00030;[536, 98, 0.0]
00030;[537, 99, 0.0]
00030;[538, 100, 0.0]
00030;[539, 102, 0.0]
00030;[540, 104, 0.0]
00030;[541, 105, 0.0]
00030;[542, 107, 0.0]
00030;[543, 108, 0.0]
00030;[544, 109, 0.0]
00030;[545, 111, 0.0]
00030;[546, 113, 0.0]
00030;[547, 114, 0.0]
00030;[548, 115, 0.0]
00030;[549, 116, 0.0]
00030;[550, 119, 0.0]
00030;[551, 122, 0.0]
00030;[552, 123, 0.0]
00030;[553, 124, 0.0]
00030;[554, 125, 0.0]
00030;[555, 137, 0.0]
00030;[556, 138, 0.0]
00030;[557, 142, 0.0]
00030;[558, 144, 0.0]
00030;[559, 146, 0.0]
00030;[560, 147, 0.0]
00030;[561, 148, 0.0]
00030;[562, 149, 0.0]
00030;[563, 150, 0.0]
00030;[564, 154, 0.0]
00030;[565, 155, 0.0]
00030;[566, 159, 0.0]
00030;[567, 160, 0.0]
00030;[568, 161, 0.0]
00030;[569, 163, 0.0]
00030;[570, 164, 0.0]
00030;[571, 166, 0.0]
00030;[572, 167, 0.0]
00030;[573, 169, 0.0]
00030;[574, 170, 0.0]
00030;[575, 173, 0.0]
00030;[576, 174, 0.0]
00030;[577, 177, 0.0]
00030;[578, 178, 0.0]
00030;[579, 179, 0.0]
00030;[580, 180, 0.0]
00030;[581, 181, 0.0]
00030;[582, 184, 0.0]
00030;[583, 185, 0.0]
00030;[584, 187, 0.0]
00030;[585, 188, 0.0]
00030;[586, 190, 0.0]
00030;[587, 193, 0.0]
00030;[588, 194, 0.0]
00030;[589, 195, 0.0]
00030;[590, 196, 0.0]
00030;[591, 199, 0.0]
00030;[592, 200, 0.0]
00030;[593, 204, 0.0]
00030;[594, 205, 0.0]
00030;[595, 207, 0.0]
00030;[596, 209, 0.0]
00030;[597, 211, 0.0]
00030;[598, 212, 0.0]
00030;[599, 213, 0.0]
00030;[600, 214, 0.0]
00030;[601, 216, 0.0]
00030;[602, 217, 0.0]
00030;[603, 218, 0.0]
00030;[604, 219, 0.0]
00030;[605, 221, 0.0]
00030;[606, 226, 0.0]
00030;[607, 227, 0.0]
00030;[608, 228, 0.0]
00030;[609, 229, 0.0]
00030;[610, 231, 0.0]
00030;[611, 232, 0.0]
00030;[612, 233, 0.0]
00030;[613, 234, 0.0]
00030;[614, 235, 0.0]
00030;[615, 236, 0.0]
00030;[616, 238, 0.0]
00030;[617, 240, 0.0]
00030;[618, 246, 0.0]
00030;[619, 249, 0.0]
00030;[620, 250, 0.0]
00030;[621, 251, 0.0]
00030;[622, 252, 0.0]
00030;[623, 253, 0.0]
00030;[624, 254, 0.0]
00030;[625, 255, 0.0]
00030;[626, 259, 0.0]
00030;[627, 260, 0.0]
00030;[628, 262, 0.0]
00030;[629, 264, 0.0]
00030;[630, 265, 0.0]
00030;[631, 267, 0.0]
00030;[632, 269, 0.0]
00030;[633, 270, 0.0]
00030;[634, 271, 0.0]
00030;[635, 272, 0.0]
00030;[636, 273, 0.0]
00030;[637, 274, 0.0]
00030;[638, 275, 0.0]
00030;[639, 283, 0.0]
00030;[640, 285, 0.0]
00030;[641, 288, 0.0]
00030;[642, 289, 0.0]
00030;[643, 291, 0.0]
00030;[644, 292, 0.0]
00030;[645, 293, 0.0]
00030;[646, 294, 0.0]
00030;[647, 295, 0.0]
00030;[648, 302, 0.0]
00030;[649, 303, 0.0]
00030;[650, 307, 0.0]
00030;[651, 309, 0.0]
00030;[652, 310, 0.0]
00030;[653, 311, 0.0]
00030;[654, 314, 0.0]
00030;[655, 316, 0.0]
00030;[656, 317, 0.0]
00030;[657, 318, 0.0]
00030;[658, 319, 0.0]
00030;[659, 320, 0.0]
00030;[660, 321, 0.0]
00030;[661, 325, 0.0]
00030;[662, 335, 0.0]
00030;[663, 336, 0.0]
00030;[664, 337, 0.0]
00030;[665, 339, 0.0]
00030;[666, 340, 0.0]
00030;[667, 341, 0.0]
00030;[668, 343, 0.0]
00030;[669, 345, 0.0]
00030;[670, 346, 0.0]
00030;[671, 347, 0.0]
00030;[672, 349, 0.0]
00030;[673, 354, 0.0]
00030;[674, 355, 0.0]
00030;[675, 356, 0.0]
00030;[676, 357, 0.0]
00030;[677, 358, 0.0]
00030;[678, 360, 0.0]
00030;[679, 362, 0.0]
00030;[680, 364, 0.0]
00030;[681, 365, 0.0]
00030;[682, 366, 0.0]
00030;[683, 371, 0.0]
00030;[684, 372, 0.0]
00030;[685, 374, 0.0]
00030;[686, 375, 0.0]
00030;[687, 376, 0.0]
00030;[688, 379, 0.0]
00030;[689, 380, 0.0]
00030;[690, 381, 0.0]
00030;[691, 382, 0.0]
00030;[692, 383, 0.0]
00030;[693, 385, 0.0]
00030;[694, 387, 0.0]
00030;[695, 388, 0.0]
00030;[696, 393, 0.0]
00030;[697, 394, 0.0]
00030;[698, 395, 0.0]
00030;[699, 396, 0.0]
00030;[700, 401, 0.0]
00030;[701, 402, 0.0]
00030;[702, 404, 0.0]
00030;[703, 406, 0.0]
00030;[704, 407, 0.0]
00030;[705, 408, 0.0]
00030;[706, 409, 0.0]
00030;[707, 410, 0.0]
00030;[708, 411, 0.0]
00030;[709, 413, 0.0]
00030;[710, 414, 0.0]
00030;[711, 415, 0.0]
00030;[712, 416, 0.0]
00030;[713, 418, 0.0]
00030;[714, 419, 0.0]
00030;[715, 420, 0.0]
00030;[716, 421, 0.0]
00030;[717, 422, 0.0]
00030;[718, 424, 0.0]
00030;[719, 425, 0.0]
00030;[720, 426, 0.0]
00030;[721, 429, 0.0]
00030;[722, 430, 0.0]
00030;[723, 431, 0.0]
00030;[724, 443, 0.0]
00030;[725, 449, 0.0]
00030;[726, 452, 0.0]
00030;[727, 455, 0.0]
00030;[728, 457, 0.0]
00030;[729, 458, 0.0]
00030;[730, 459, 0.0]
00030;[731, 460, 0.0]
00030;[732, 461, 0.0]
00030;[733, 462, 0.0]
00030;[734, 463, 0.0]
00030;[735, 464, 0.0]
00030;[736, 466, 0.0]
00030;[737, 467, 0.0]
00030;[738, 468, 0.0]
00030;[739, 469, 0.0]
00030;[740, 470, 0.0]
00030;[741, 472, 0.0]
00030;[742, 473, 0.0]
00030;[743, 474, 0.0]
00030;[744, 475, 0.0]
00030;[745, 476, 0.0]
00030;[746, 477, 0.0]
00030;[747, 480, 0.0]
00030;[748, 481, 0.0]
00030;[749, 482, 0.0]
00030;[750, 486, 0.0]
00030;[751, 487, 0.0]
00030;[752, 492, 0.0]
00030;[753, 494, 0.0]
00030;[754, 495, 0.0]
00030;[755, 499, 0.0]
00030;[756, 506, 0.0]
00030;[757, 509, 0.0]
00030;[758, 514, 0.0]
00030;[759, 518, 0.0]
00030;[760, 520, 0.0]
00030;[761, 521, 0.0]
00030;[762, 522, 0.0]
00030;[763, 523, 0.0]
00030;[764, 524, 0.0]
00030;[765, 525, 0.0]
00030;[766, 526, 0.0]
00030;[767, 527, 0.0]
00030;[768, 528, 0.0]
00030;[769, 529, 0.0]
00030;[770, 530, 0.0]
00030;[771, 532, 0.0]
00030;[772, 533, 0.0]
00030;[773, 539, 0.0]
00030;[774, 540, 0.0]
00030;[775, 548, 0.0]
00030;[776, 549, 0.0]
00030;[777, 550, 0.0]
00030;[778, 553, 0.0]
00030;[779, 555, 0.0]
00030;[780, 556, 0.0]
00030;[781, 557, 0.0]
00030;[782, 560, 0.0]
00030;[783, 561, 0.0]
00030;[784, 564, 0.0]
00030;[785, 567, 0.0]
00030;[786, 569, 0.0]
00030;[787, 571, 0.0]
00030;[788, 572, 0.0]
00030;[789, 574, 0.0]
00030;[790, 576, 0.0]
00030;[791, 577, 0.0]
00030;[792, 578, 0.0]
00030;[793, 579, 0.0]
00030;[794, 580, 0.0]
00030;[795, 581, 0.0]
00030;[796, 582, 0.0]
00030;[797, 583, 0.0]
00030;[798, 584, 0.0]
00030;[799, 585, 0.0]
00030;[800, 586, 0.0]
00030;[801, 587, 0.0]
00030;[802, 588, 0.0]
00030;[803, 589, 0.0]
00030;[804, 591, 0.0]
00030;[805, 593, 0.0]
00030;[806, 597, 0.0]
00030;[807, 598, 0.0]
00030;[808, 599, 0.0]
00030;[809, 600, 0.0]
00030;[810, 601, 0.0]
00030;[811, 603, 0.0]
00030;[812, 604, 0.0]
00030;[813, 605, 0.0]
00030;[814, 606, 0.0]
00030;[815, 608, 0.0]
00030;[816, 609, 0.0]
00030;[817, 611, 0.0]
00030;[818, 613, 0.0]
00030;[819, 614, 0.0]
00030;[820, 619, 0.0]
00030;[821, 622, 0.0]
00030;[822, 624, 0.0]
00030;[823, 626, 0.0]
00030;[824, 629, 0.0]
00030;[825, 630, 0.0]
00030;[826, 631, 0.0]
00030;[827, 632, 0.0]
00030;[828, 634, 0.0]
00030;[829, 635, 0.0]
00030;[830, 636, 0.0]
00030;[831, 638, 0.0]
00030;[832, 639, 0.0]
00030;[833, 640, 0.0]
00030;[834, 641, 0.0]
00030;[835, 642, 0.0]
00030;[836, 644, 0.0]
00030;[837, 645, 0.0]
00030;[838, 647, 0.0]
00030;[839, 649, 0.0]
00030;[840, 650, 0.0]
00030;[841, 651, 0.0]
00030;[842, 653, 0.0]
00030;[843, 655, 0.0]
00030;[844, 656, 0.0]
00030;[845, 659, 0.0]
00030;[846, 661, 0.0]
00030;[847, 662, 0.0]
00030;[848, 665, 0.0]
00030;[849, 666, 0.0]
00030;[850, 667, 0.0]
00030;[851, 668, 0.0]
00030;[852, 671, 0.0]
00030;[853, 672, 0.0]
00030;[854, 673, 0.0]
00030;[855, 674, 0.0]
00030;[856, 675, 0.0]
00030;[857, 676, 0.0]
00030;[858, 677, 0.0]
00030;[859, 678, 0.0]
00030;[860, 679, 0.0]
00030;[861, 680, 0.0]
00030;[862, 681, 0.0]
00030;[863, 683, 0.0]
00030;[864, 684, 0.0]
00030;[865, 686, 0.0]
00030;[866, 688, 0.0]
00030;[867, 689, 0.0]
00030;[868, 690, 0.0]
00030;[869, 691, 0.0]
00030;[870, 692, 0.0]
00030;[871, 693, 0.0]
00030;[872, 695, 0.0]
00030;[873, 696, 0.0]
00030;[874, 697, 0.0]
00030;[875, 698, 0.0]
00030;[876, 699, 0.0]
00030;[877, 704, 0.0]
00030;[878, 706, 0.0]
00030;[879, 707, 0.0]
00030;[880, 708, 0.0]
00030;[881, 710, 0.0]
00030;[882, 711, 0.0]
00030;[883, 713, 0.0]
00030;[884, 714, 0.0]
00030;[885, 715, 0.0]
00030;[886, 717, 0.0]
00030;[887, 718, 0.0]
00030;[888, 720, 0.0]
00030;[889, 722, 0.0]
00030;[890, 724, 0.0]
00030;[891, 725, 0.0]
00030;[892, 727, 0.0]
00030;[893, 728, 0.0]
00030;[894, 730, 0.0]
00030;[895, 731, 0.0]
00030;[896, 736, 0.0]
00030;[897, 737, 0.0]
00030;[898, 740, 0.0]
00030;[899, 741, 0.0]
00030;[900, 743, 0.0]
00030;[901, 744, 0.0]
00030;[902, 745, 0.0]
00030;[903, 746, 0.0]
00030;[904, 747, 0.0]
00030;[905, 748, 0.0]
00030;[906, 749, 0.0]
00030;[907, 750, 0.0]
00030;[908, 751, 0.0]
00030;[909, 752, 0.0]
00030;[910, 754, 0.0]
00030;[911, 755, 0.0]
00030;[912, 756, 0.0]
00030;[913, 757, 0.0]
00030;[914, 758, 0.0]
00030;[915, 759, 0.0]
00030;[916, 760, 0.0]
00030;[917, 762, 0.0]
00030;[918, 763, 0.0]
00030;[919, 766, 0.0]
00030;[920, 769, 0.0]
00030;[921, 770, 0.0]
00030;[922, 773, 0.0]
00030;[923, 774, 0.0]
00030;[924, 777, 0.0]
00030;[925, 778, 0.0]
00030;[926, 779, 0.0]
00030;[927, 780, 0.0]
00030;[928, 781, 0.0]
00030;[929, 782, 0.0]
00030;[930, 786, 0.0]
00030;[931, 787, 0.0]
00030;[932, 788, 0.0]
00030;[933, 790, 0.0]
00030;[934, 792, 0.0]
00030;[935, 793, 0.0]
00030;[936, 796, 0.0]
00030;[937, 797, 0.0]
00030;[938, 798, 0.0]
00030;[939, 800, 0.0]
00030;[940, 801, 0.0]
00030;[941, 802, 0.0]
00030;[942, 803, 0.0]
00030;[943, 804, 0.0]
00030;[944, 806, 0.0]
00030;[945, 807, 0.0]
00030;[946, 808, 0.0]
00030;[947, 809, 0.0]
00030;[948, 812, 0.0]
00030;[949, 813, 0.0]
00030;[950, 815, 0.0]
00030;[951, 816, 0.0]
00030;[952, 819, 0.0]
00030;[953, 820, 0.0]
00030;[954, 823, 0.0]
00030;[955, 824, 0.0]
00030;[956, 825, 0.0]
00030;[957, 826, 0.0]
00030;[958, 827, 0.0]
00030;[959, 828, 0.0]
00030;[960, 829, 0.0]
00030;[961, 830, 0.0]
00030;[962, 831, 0.0]
00030;[963, 832, 0.0]
00030;[964, 834, 0.0]
00030;[965, 836, 0.0]
00030;[966, 838, 0.0]
00030;[967, 841, 0.0]
00030;[968, 842, 0.0]
00030;[969, 843, 0.0]
00030;[970, 846, 0.0]
00030;[971, 847, 0.0]
00030;[972, 849, 0.0]
00030;[973, 850, 0.0]
00030;[974, 852, 0.0]
00030;[975, 853, 0.0]
00030;[976, 855, 0.0]
00030;[977, 857, 0.0]
00030;[978, 858, 0.0]
00030;[979, 859, 0.0]
00030;[980, 862, 0.0]
00030;[981, 863, 0.0]
00030;[982, 864, 0.0]
00030;[983, 865, 0.0]
00030;[984, 867, 0.0]
00030;[985, 868, 0.0]
00030;[986, 870, 0.0]
00030;[987, 871, 0.0]
00030;[988, 872, 0.0]
00030;[989, 873, 0.0]
00030;[990, 876, 0.0]
00030;[991, 877, 0.0]
00030;[992, 878, 0.0]
00030;[993, 880, 0.0]
00030;[994, 884, 0.0]
00030;[995, 887, 0.0]
00030;[996, 888, 0.0]
00030;[997, 889, 0.0]
00030;[998, 891, 0.0]
00030;[999, 896, 0.0]
00030;[1000, 897, 0.0]
00030;[1001, 898, 0.0]
00030;[1002, 899, 0.0]
00030;[1003, 900, 0.0]
00030;[1004, 902, 0.0]
00030;[1005, 903, 0.0]
00030;[1006, 904, 0.0]
00030;[1007, 905, 0.0]
00030;[1008, 906, 0.0]
00030;[1009, 909, 0.0]
00030;[1010, 910, 0.0]
00030;[1011, 912, 0.0]
00030;[1012, 913, 0.0]
00030;[1013, 916, 0.0]
00030;[1014, 917, 0.0]
00030;[1015, 918, 0.0]
00030;[1016, 921, 0.0]
00030;[1017, 922, 0.0]
00030;[1018, 924, 0.0]
00030;[1019, 925, 0.0]
00030;[1020, 927, 0.0]
00030;[1021, 928, 0.0]
00030;[1022, 929, 0.0]
00030;[1023, 934, 0.0]
00030;[1024, 936, 0.0]
00030;[1025, 937, 0.0]
00030;[1026, 938, 0.0]
00030;[1027, 940, 0.0]
00030;[1028, 941, 0.0]
00030;[1029, 946, 0.0]
00030;[1030, 948, 0.0]
00030;[1031, 950, 0.0]
00030;[1032, 952, 0.0]
00030;[1033, 953, 0.0]
00030;[1034, 954, 0.0]
00030;[1035, 955, 0.0]
00030;[1036, 956, 0.0]
00030;[1037, 957, 0.0]
00030;[1038, 958, 0.0]
00030;[1039, 959, 0.0]
00030;[1040, 960, 0.0]
00030;[1041, 961, 0.0]
00030;[1042, 962, 0.0]
00030;[1043, 963, 0.0]
00030;[1044, 964, 0.0]
00030;[1045, 966, 0.0]
00030;[1046, 967, 0.0]
00030;[1047, 969, 0.0]
00030;[1048, 972, 0.0]
00030;[1049, 978, 0.0]
00030;[1050, 979, 0.0]
00030;[1051, 981, 0.0]
00030;[1052, 982, 0.0]
00030;[1053, 983, 0.0]
00030;[1054, 984, 0.0]
00030;[1055, 985, 0.0]
00030;[1056, 986, 0.0]
00030;[1057, 987, 0.0]
00030;[1058, 988, 0.0]
00030;[1059, 989, 0.0]
00030;[1060, 992, 0.0]
00030;[1061, 993, 0.0]
00030;[1062, 996, 0.0]
00030;[1063, 998, 0.0]
00030;[1064, 1002, 0.0]
00030;[1065, 1003, 0.0]
00030;[1066, 1005, 0.0]
00030;[1067, 1006, 0.0]
00030;[1068, 1008, 0.0]
00030;[1069, 1010, 0.0]
00030;[1070, 1012, 0.0]
00030;[1071, 1014, 0.0]
00030;[1072, 1016, 0.0]
00030;[1073, 1017, 0.0]
00030;[1074, 1020, 0.0]
00030;[1075, 1021, 0.0]
00030;[1076, 1022, 0.0]
00030;[1077, 1024, 0.0]
00030;[1078, 1025, 0.0]
00030;[1079, 1026, 0.0]
00030;[1080, 1027, 0.0]
00030;[1081, 1028, 0.0]
00030;[1082, 1029, 0.0]
00030;[1083, 1030, 0.0]
00030;[1084, 1032, 0.0]
00030;[1085, 1033, 0.0]
00030;[1086, 1035, 0.0]
00030;[1087, 1036, 0.0]
00030;[1088, 1037, 0.0]
00030;[1089, 1038, 0.0]
00030;[1090, 1040, 0.0]
00030;[1091, 1043, 0.0]
00030;[1092, 1046, 0.0]
00030;[1093, 1047, 0.0]
00030;[1094, 1048, 0.0]
00030;[1095, 1049, 0.0]
00030;[1096, 1050, 0.0]
00030;[1097, 1051, 0.0]
00030;[1098, 1053, 0.0]
00030;[1099, 1054, 0.0]
00030;[1100, 1055, 0.0]
00030;[1101, 1057, 0.0]
00030;[1102, 1058, 0.0]
00030;[1103, 1059, 0.0]
00030;[1104, 1060, 0.0]
00030;[1105, 1061, 0.0]
00030;[1106, 1062, 0.0]
00030;[1107, 1064, 0.0]
00030;[1108, 1067, 0.0]
00030;[1109, 1071, 0.0]
00030;[1110, 1074, 0.0]
00030;[1111, 1075, 0.0]
00030;[1112, 1077, 0.0]
00030;[1113, 1078, 0.0]
00030;[1114, 1081, 0.0]
00030;[1115, 1084, 0.0]
00030;[1116, 1085, 0.0]
00030;[1117, 1086, 0.0]
00030;[1118, 1091, 0.0]
00030;[1119, 1092, 0.0]
00030;[1120, 1094, 0.0]
00030;[1121, 1095, 0.0]
00030;[1122, 1096, 0.0]
00030;[1123, 1098, 0.0]
00030;[1124, 1099, 0.0]
00030;[1125, 1101, 0.0]
00030;[1126, 1105, 0.0]
00030;[1127, 1106, 0.0]
00030;[1128, 1109, 0.0]
00030;[1129, 1110, 0.0]
00030;[1130, 1112, 0.0]
00030;[1131, 1113, 0.0]
00030;[1132, 1116, 0.0]
00030;[1133, 1117, 0.0]
00030;[1134, 1119, 0.0]
00030;[1135, 1121, 0.0]
00030;[1136, 1124, 0.0]
00030;[1137, 1125, 0.0]
00030;[1138, 1127, 0.0]
00030;[1139, 1131, 0.0]
00030;[1140, 1132, 0.0]
00030;[1141, 1133, 0.0]
00030;[1142, 1136, 0.0]
00030;[1143, 1141, 0.0]
00030;[1144, 1142, 0.0]
00030;[1145, 1143, 0.0]
00030;[1146, 1144, 0.0]
00030;[1147, 1145, 0.0]
00030;[1148, 1147, 0.0]
00030;[1149, 1151, 0.0]
00030;[1150, 1152, 0.0]
00030;[1151, 1153, 0.0]
00030;[1152, 1155, 0.0]
00030;[1153, 1157, 0.0]
00030;[1154, 1160, 0.0]
00030;[1155, 1164, 0.0]
00030;[1156, 1165, 0.0]
00030;[1157, 1166, 0.0]
00030;[1158, 1167, 0.0]
00030;[1159, 1168, 0.0]
00030;[1160, 1169, 0.0]
00030;[1161, 1172, 0.0]
00030;[1162, 1174, 0.0]
00030;[1163, 1176, 0.0]
00030;[1164, 1178, 0.0]
00030;[1165, 1180, 0.0]
00030;[1166, 1181, 0.0]
00030;[1167, 1182, 0.0]
00030;[1168, 1184, 0.0]
00030;[1169, 1188, 0.0]
00030;[1170, 1189, 0.0]
00030;[1171, 1190, 0.0]
00030;[1172, 1198, 0.0]
00030;[1173, 1199, 0.0]
00030;[1174, 1200, 0.0]
00030;[1175, 1203, 0.0]
00030;[1176, 1204, 0.0]
00030;[1177, 1207, 0.0]
00030;[1178, 1208, 0.0]
00030;[1179, 1210, 0.0]
00030;[1180, 1212, 0.0]
00030;[1181, 1214, 0.0]
00030;[1182, 1215, 0.0]
00030;[1183, 1216, 0.0]
00030;[1184, 1217, 0.0]
00030;[1185, 1220, 0.0]
00030;[1186, 1222, 0.0]
00030;[1187, 1223, 0.0]
00030;[1188, 1226, 0.0]
00030;[1189, 1227, 0.0]
00030;[1190, 1229, 0.0]
00030;[1191, 1230, 0.0]
00030;[1192, 1231, 0.0]
00030;[1193, 1236, 0.0]
00030;[1194, 1237, 0.0]
00030;[1195, 1238, 0.0]
00030;[1196, 129, 0.0]
00030;[1197, 151, 0.0]
00030;[1198, 191, 0.0]
00030;[1199, 280, 0.0]
00030;[1200, 282, 0.0]
00030;[1201, 338, 0.0]
00030;[1202, 558, 0.0]
00030;[1203, 620, 0.0]
00030;[1204, 657, 0.0]
00030;[1205, 700, 0.0]
00030;[1206, 883, 0.0]
00030;[1207, 908, 0.0]
00030;[1208, 974, 0.0]
00030;[1209, 1007, 0.0]
00030;[1210, 1097, 0.0]
00030;[1211, 1219, 0.0]
00030;[1212, 1015, 0.0]
00030;[1213, 1018, 0.0]
00030;[1214, 1126, 0.0]
00031;[0, 56, 0.0]
00031;[1, 106, 0.0]
00031;[2, 134, 0.0]
00031;[3, 299, 0.0]
00031;[4, 377, 0.0]
00031;[5, 465, 0.0]
00031;[6, 490, 0.0]
00031;[7, 505, 0.0]
00031;[8, 726, 0.0]
00031;[9, 767, 0.0]
00031;[10, 911, 0.0]
00031;[11, 926, 0.0]
00031;[12, 931, 0.0]
00031;[13, 943, 0.0]
00031;[14, 975, 0.0]
00031;[15, 1031, 0.0]
00031;[16, 1111, 0.0]
00031;[17, 1148, 0.0]
00031;[18, 1218, 0.0]
00031;[19, 7, 0.0]
00031;[20, 8, 0.0]
00031;[21, 12, 0.0]
00031;[22, 13, 0.0]
00031;[23, 15, 0.0]
00031;[24, 17, 0.0]
00031;[25, 18, 0.0]
00031;[26, 28, 0.0]
00031;[27, 32, 0.0]
00031;[28, 33, 0.0]
00031;[29, 37, 0.0]
00031;[30, 38, 0.0]
00031;[31, 39, 0.0]
00031;[32, 40, 0.0]
00031;[33, 41, 0.0]
00031;[34, 43, 0.0]
00031;[35, 46, 0.0]
00031;[36, 47, 0.0]
00031;[37, 48, 0.0]
00031;[38, 49, 0.0]
00031;[39, 58, 0.0]
00031;[40, 59, 0.0]
00031;[41, 60, 0.0]
00031;[42, 63, 0.0]
00031;[43, 65, 0.0]
00031;[44, 67, 0.0]
00031;[45, 68, 0.0]
00031;[46, 69, 0.0]
00031;[47, 73, 0.0]
00031;[48, 76, 0.0]
00031;[49, 77, 0.0]
00031;[50, 78, 0.0]
00031;[51, 79, 0.0]
00031;[52, 81, 0.0]
00031;[53, 82, 0.0]
00031;[54, 86, 0.0]
00031;[55, 88, 0.0]
00031;[56, 92, 0.0]
00031;[57, 97, 0.0]
00031;[58, 101, 0.0]
00031;[59, 103, 0.0]
00031;[60, 110, 0.0]
00031;[61, 112, 0.0]
00031;[62, 117, 0.0]
00031;[63, 118, 0.0]
00031;[64, 120, 0.0]
00031;[65, 121, 0.0]
00031;[66, 126, 0.0]
00031;[67, 127, 0.0]
00031;[68, 130, 0.0]
00031;[69, 131, 0.0]
00031;[70, 133, 0.0]
00031;[71, 135, 0.0]
00031;[72, 136, 0.0]
00031;[73, 139, 0.0]
00031;[74, 140, 0.0]
00031;[75, 141, 0.0]
00031;[76, 143, 0.0]
00031;[77, 145, 0.0]
00031;[78, 152, 0.0]
00031;[79, 153, 0.0]
00031;[80, 156, 0.0]
00031;[81, 157, 0.0]
00031;[82, 158, 0.0]
00031;[83, 162, 0.0]
00031;[84, 165, 0.0]
00031;[85, 171, 0.0]
00031;[86, 172, 0.0]
00031;[87, 175, 0.0]
00031;[88, 176, 0.0]
00031;[89, 182, 0.0]
00031;[90, 183, 0.0]
00031;[91, 186, 0.0]
00031;[92, 189, 0.0]
00031;[93, 192, 0.0]
00031;[94, 197, 0.0]
00031;[95, 198, 0.0]
00031;[96, 201, 0.0]
00031;[97, 202, 0.0]
00031;[98, 203, 0.0]
00031;[99, 206, 0.0]
00031;[100, 208, 0.0]
00031;[101, 210, 0.0]
00031;[102, 215, 0.0]
00031;[103, 220, 0.0]
00031;[104, 222, 0.0]
00031;[105, 223, 0.0]
00031;[106, 224, 0.0]
00031;[107, 225, 0.0]
00031;[108, 230, 0.0]
00031;[109, 237, 0.0]
00031;[110, 239, 0.0]
00031;[111, 241, 0.0]
00031;[112, 242, 0.0]
00031;[113, 243, 0.0]
00031;[114, 244, 0.0]
00031;[115, 245, 0.0]
00031;[116, 247, 0.0]
00031;[117, 248, 0.0]
00031;[118, 256, 0.0]
00031;[119, 257, 0.0]
00031;[120, 258, 0.0]
00031;[121, 261, 0.0]
00031;[122, 263, 0.0]
00031;[123, 266, 0.0]
00031;[124, 268, 0.0]
00031;[125, 276, 0.0]
00031;[126, 277, 0.0]
00031;[127, 278, 0.0]
00031;[128, 279, 0.0]
00031;[129, 281, 0.0]
00031;[130, 284, 0.0]
00031;[131, 286, 0.0]
00031;[132, 287, 0.0]
00031;[133, 290, 0.0]
00031;[134, 296, 0.0]
00031;[135, 297, 0.0]
00031;[136, 300, 0.0]
00031;[137, 301, 0.0]
00031;[138, 304, 0.0]
00031;[139, 305, 0.0]
00031;[140, 306, 0.0]
00031;[141, 308, 0.0]
00031;[142, 312, 0.0]
00031;[143, 313, 0.0]
00031;[144, 315, 0.0]
00031;[145, 322, 0.0]
00031;[146, 323, 0.0]
00031;[147, 324, 0.0]
00031;[148, 326, 0.0]
00031;[149, 327, 0.0]
00031;[150, 328, 0.0]
00031;[151, 330, 0.0]
00031;[152, 331, 0.0]
00031;[153, 332, 0.0]
00031;[154, 333, 0.0]
00031;[155, 334, 0.0]
00031;[156, 342, 0.0]
00031;[157, 344, 0.0]
00031;[158, 348, 0.0]
00031;[159, 350, 0.0]
00031;[160, 351, 0.0]
00031;[161, 352, 0.0]
00031;[162, 353, 0.0]
00031;[163, 359, 0.0]
00031;[164, 361, 0.0]
00031;[165, 363, 0.0]
00031;[166, 367, 0.0]
00031;[167, 368, 0.0]
00031;[168, 369, 0.0]
00031;[169, 370, 0.0]
00031;[170, 373, 0.0]
00031;[171, 378, 0.0]
00031;[172, 384, 0.0]
00031;[173, 386, 0.0]
00031;[174, 389, 0.0]
